1.342307118623224760e+01,8.366571593568103538e+00
2.736702543452651426e+01,1.408665589658760631e+01
5.032463611298804551e+01,2.042627519603448150e+01
7.638732970723867766e+01,2.395172859434230972e+01
1.092906018942063184e+02,3.042178375123895506e+01
1.265419376301159957e+02,3.045356602626126374e+01
1.681239393529599795e+02,3.619997104374097319e+01
1.900599638627880665e+02,3.620460531542882165e+01
2.103373402082559664e+02,3.801515506383915977e+01
2.066870008234077716e+02,3.755207866424559882e+01
2.059358381512831215e+02,3.799110098885920195e+01
2.105613959424193524e+02,3.905436618472199228e+01
2.211026507042324170e+02,3.833969856307878388e+01
2.223689539439082807e+02,3.951866502780222845e+01
2.532616983195287617e+02,4.240870508323205712e+01
2.495705593816151122e+02,4.102355956991839037e+01
3.057300646424210981e+02,4.701609853359946101e+01
3.214715535388978083e+02,4.926382216677430392e+01
3.190152885900099591e+02,4.833528442180052309e+01
3.272343099589299982e+02,5.014575316353533196e+01
3.421351962871792125e+02,5.135212004370634986e+01
3.313119485116664578e+02,5.126669472976280417e+01
3.639754992635392910e+02,5.354698965974385771e+01
3.639253318279952509e+02,5.352872388502617440e+01
3.626751701937880625e+02,5.386535135965664978e+01
3.748975175764689425e+02,5.369150191206554723e+01
3.534295243671299431e+02,5.279954053600292241e+01
3.733145834280653617e+02,5.408257786615290286e+01
3.756664606166790463e+02,5.452769091649989264e+01
3.692858240903428282e+02,5.324611574337517084e+01
3.770724882671214004e+02,5.508563341196075669e+01
3.856198830191564184e+02,5.519179504699572192e+01
3.761253514282401511e+02,5.383146657984649153e+01
3.918333331680315723e+02,5.618043575200096029e+01
3.852737150282326866e+02,5.453419347546782348e+01
3.966885451354547740e+02,5.587332415758674387e+01
3.955273634938363898e+02,5.535116189598583958e+01
4.347773391721361236e+02,5.853341179714786335e+01
4.168851865862868635e+02,5.725598622235592927e+01
4.244903362817037191e+02,5.771820278183983532e+01
5.161649146890703150e+02,6.449640244911552145e+01
4.719378459281932123e+02,5.950469097889264702e+01
4.936503204009011938e+02,6.310181475165434506e+01
5.061251346684327928e+02,6.183187626797217717e+01
5.628619687241174461e+02,6.507196155769111101e+01
5.987313358603003053e+02,6.822295474796543147e+01
5.797359400786673405e+02,6.701895522377230918e+01
5.714325765150102825e+02,6.615483075621264675e+01
5.788354590803891142e+02,6.727063627743025620e+01
5.946673654372583542e+02,6.827496054660592506e+01
6.114695757806424581e+02,6.958407355011468098e+01
5.983069770838226304e+02,6.814367598008735172e+01
6.504891827523475740e+02,7.098675959775420097e+01
6.091698567356505691e+02,6.883347078394655227e+01
6.904727489763188260e+02,7.224214594024761027e+01
7.265250413547880726e+02,7.188375992753987020e+01
7.216259711946750031e+02,7.197568958126345251e+01
7.574743299660269713e+02,7.530321497996459357e+01
7.821479799689491301e+02,7.503632185531100163e+01
7.534973276325652023e+02,7.381659533355276892e+01
7.985262955320761193e+02,7.448964261407878951e+01
8.294646170336823161e+02,7.588914120730973423e+01
7.657138817299284028e+02,7.531250026739526504e+01
8.197103628452064186e+02,7.662492830623621387e+01
7.432447407901870520e+02,7.285958198003976349e+01
8.503675300419780569e+02,7.501195213329575040e+01
8.885845104042628009e+02,7.720956858337665096e+01
8.637584327949498402e+02,7.485673749021540857e+01
8.773512081365417998e+02,7.598867831531582340e+01
8.598761226536638560e+02,7.847581398642194017e+01
8.471868327977683748e+02,7.476551498773544324e+01
8.243182116786542792e+02,7.388823587973328699e+01
8.880588605446191650e+02,7.607863377497717750e+01
9.069452352812004392e+02,7.764233895877893588e+01
8.254996906760263755e+02,7.619379298229159758e+01
8.626909360167155683e+02,7.703008571856467768e+01
7.713412863845605898e+02,7.482240119152848479e+01
7.746346335764658306e+02,7.656667516327334511e+01
8.686862623020863339e+02,7.911939246230011236e+01
7.731259209872952169e+02,7.508903995284595112e+01
8.542224937420675133e+02,7.962120332199076245e+01
8.408369893035109044e+02,7.979648816424028723e+01
8.486327467830313935e+02,7.845060002022529488e+01
9.073634449267299260e+02,7.870070355351452918e+01
9.516583170952980026e+02,8.014769540320818919e+01
9.830709297952245151e+02,8.337922113741798569e+01
8.217565862014974982e+02,7.860372717201856574e+01
9.190670972523133742e+02,7.921124860753533881e+01
9.641481987981863995e+02,8.071356272797848419e+01
8.822247914839618943e+02,8.167020638468378024e+01
1.045864221905456361e+03,8.467295615152934829e+01
8.280533983258122817e+02,7.893509269836002318e+01
1.105137357241097106e+03,8.592010774128718253e+01
9.475794950652132229e+02,8.193028067218617139e+01
1.005522573593322932e+03,8.415705015861047400e+01
1.028700318176965084e+03,8.397540961459625919e+01
1.158206330873378647e+03,9.002022170565311399e+01
9.861867098793723017e+02,8.330795792453540116e+01
1.133991849808843881e+03,9.031076297465580183e+01
9.990205299180018983e+02,8.513090717429156484e+01
1.141687268873301264e+03,8.813695478130361494e+01
1.120762538320052499e+03,8.798695936691339625e+01
1.225693384473768219e+03,9.281763710052544525e+01
1.106248185603066304e+03,8.727135342786615979e+01
1.203677352491651163e+03,9.345046614131101137e+01
1.277120500404970471e+03,8.950021160549923138e+01
1.410380346425093876e+03,9.394923777836007162e+01
1.261274960818400132e+03,8.915063867118348639e+01
1.090290354989550679e+03,8.762899602895204509e+01
1.341560695134691969e+03,9.331146254259311945e+01
1.353902312626791854e+03,9.475922097774147801e+01
1.339306482098203105e+03,9.619183676846662934e+01
1.399330626586499420e+03,9.542674250533183056e+01
1.372524954966144151e+03,9.439244776703625917e+01
1.575350103500871910e+03,9.703250436940943757e+01
1.515343374278712872e+03,9.823619136367673832e+01
1.153994507445180489e+03,9.151872660787842051e+01
1.061929584573967986e+03,8.745737592428162088e+01
1.637191339880682790e+03,9.889921946490466098e+01
1.370236834811064000e+03,9.314019657735252622e+01
1.335920592170876262e+03,9.349174463237457644e+01
1.596811133363981526e+03,1.009080159965568839e+02
1.519750551248038391e+03,9.524844985180305912e+01
1.689536505159603166e+03,1.001137189276293213e+02
1.743685633385292022e+03,1.009571411615447403e+02
2.729140250442604156e+03,1.192278876115838671e+02
1.783773053629611923e+03,9.625827448733591041e+01
1.385459939330110728e+03,9.447273625554799992e+01
2.507336101077391959e+03,1.146653667866156923e+02
2.042228941004979106e+03,1.068885698700267852e+02
1.785352723510175110e+03,1.030464724594202437e+02
1.587324375839974891e+03,1.011119502812437787e+02
1.570618658575778682e+03,9.987650201333235600e+01
1.601410613409218058e+03,9.754933029454801385e+01
1.980054680491798308e+03,1.115400359513133424e+02
1.877662202708266705e+03,9.997794075442442363e+01
2.133076410052905885e+03,1.082939079628146004e+02
2.191401147340051466e+03,1.064566996163343049e+02
2.057901002445114500e+03,1.042194590854016525e+02
1.411162569320674493e+03,1.065062497534580359e+02
2.546403056531591119e+03,1.148278811950089846e+02
2.613628396948070986e+03,1.154544310031246539e+02
2.386896928891696007e+03,1.127156698085235575e+02
1.359671802729798401e+03,9.417141995653420850e+01
2.016796377049696730e+03,1.097239673852808153e+02
1.972283184184368338e+03,1.101590933495162119e+02
1.939536716110938187e+03,1.073737607373158767e+02
2.564379436071807959e+03,1.168147741503092476e+02
2.218360117552342217e+03,1.146234725831450447e+02
1.929964737708492976e+03,1.058363805550459062e+02
1.785968761102991266e+03,1.039673186711203385e+02
2.018157852834149708e+03,1.042560621575676123e+02
2.298030318261088723e+03,1.081468482155999311e+02
2.093809333805467759e+03,1.031648915835861828e+02
1.175921665009629351e+03,9.082492633943003568e+01
1.645905777027368913e+03,9.864494970435040955e+01
1.481018389308769883e+03,9.315795958179060676e+01
1.756767492804570793e+03,1.016919258657560476e+02
9.045514287790512071e+02,8.431970235716246975e+01
1.312326482643149347e+03,9.050792106193594577e+01
1.497932484627372560e+03,9.539019117505876011e+01
1.770953254265918076e+03,1.079800372672666811e+02
1.835070150542941064e+03,1.052612332307271572e+02
2.154811350054423201e+03,1.054649262968927985e+02
1.780745736746832335e+03,1.067226661501837270e+02
2.595710123049416325e+03,1.147848636798991322e+02
2.773007865937665429e+03,1.185312123263762203e+02
2.522175156031835286e+03,1.134834380712471500e+02
1.408886718244629265e+03,9.537863266587920918e+01
2.168147589839490593e+03,1.113445773654747200e+02
2.232859883668184011e+03,1.100842174245948684e+02
1.860761209301584131e+03,1.117356977452371325e+02
1.636515447256942025e+03,1.018971674243987593e+02
1.294929984067222222e+03,9.415333959402573782e+01
1.916920476076259774e+03,1.146110453663674065e+02
1.508144949463945522e+03,9.718862750988320443e+01
1.917934192232343094e+03,1.062818766341468972e+02
1.703639237040037187e+03,9.982419307429005073e+01
1.548486213304454623e+03,1.020523629337206728e+02
1.827982008425200547e+03,9.967934953886800997e+01
1.745626970242232346e+03,1.026127191425078848e+02
2.122817753725157672e+03,1.099362230823261370e+02
1.329556484014503667e+03,9.709045680082365948e+01
1.526721645581422536e+03,9.827994909867557283e+01
2.800841285274046641e+03,1.207234385769872631e+02
1.572486519021984350e+03,9.740005350549066065e+01
1.883900458660147706e+03,1.054084834060767548e+02
1.493802497192333021e+03,9.814721575443016377e+01
2.244069356032754513e+03,1.084992432507764306e+02
1.735311763767337879e+03,1.030726634189301762e+02
1.667520075321610420e+03,1.056954667349950796e+02
2.486997436975737401e+03,1.200900808197881418e+02
1.957561922655469516e+03,1.033560835591686100e+02
2.302273034916466713e+03,1.096977413505110093e+02
1.845337708593248635e+03,9.859367418964629337e+01
1.920907497981428378e+03,1.118373541888796012e+02
1.923583297832812150e+03,1.067994928188983721e+02
1.810345321730974320e+03,1.025205139477455418e+02
1.598338876125455954e+03,9.799277026143305136e+01
1.351286591003443164e+03,9.441905722423865654e+01
1.189705159728526041e+03,9.272168894416584806e+01
1.878090391913435724e+03,9.904653714450549273e+01
1.727443657287149108e+03,1.018540782877618653e+02
2.874335992145710406e+03,1.213487817849323704e+02
1.440203484752283657e+03,9.826366050002127395e+01
2.225210905261666085e+03,1.088487345273859432e+02
1.922418467117563068e+03,1.070065754266178999e+02
2.104707762530986656e+03,1.135774289958620784e+02
2.088668549582450851e+03,1.114637621609460467e+02
1.626236403962248005e+03,1.022861566237243665e+02
2.377494911008429881e+03,1.186179690790009715e+02
2.112238369914177383e+03,1.078570171528244259e+02
1.833149483657579594e+03,1.114888172879711590e+02
2.222821280968800238e+03,1.155291933683832895e+02
2.800317004444563281e+03,1.201553917074880786e+02
1.542216907960103299e+03,1.022123888946510704e+02
2.447120635888889410e+03,1.149429090426022952e+02
2.776279293572990355e+03,1.202218206944105390e+02
2.476323955586053671e+03,1.142629521742811960e+02
2.141468486123778803e+03,1.089671910716123193e+02
1.510929185938951150e+03,1.007134975858331103e+02
1.654684404386359802e+03,9.944604407328948525e+01
1.628893135655443302e+03,9.905531364085882728e+01
1.606604299485240745e+03,1.017061056845287226e+02
1.416902513535776279e+03,1.000718232312883771e+02
1.779521403683633253e+03,1.042056256111065977e+02
2.082349070809463228e+03,1.114604326125729301e+02
1.388182867069698432e+03,9.855152797505887463e+01
1.882174608847026320e+03,1.104033730835930101e+02
2.287852177252957517e+03,1.163877411078808848e+02
2.479970428138303760e+03,1.162114546697980160e+02
2.752441189817050599e+03,1.201829320569073190e+02
1.608503519151236105e+03,1.030464372243315267e+02
1.779626689422372920e+03,1.030722088587896224e+02
1.693614920308622914e+03,1.017959389155125081e+02
2.003741075670134478e+03,1.029609546095463344e+02
1.896649069668374750e+03,1.077720892790262042e+02
1.287812569140700589e+03,9.397320029364297511e+01
1.291634776674336990e+03,9.095729506287797506e+01
1.193412293427744999e+03,9.026008267250932704e+01
1.760287891757747730e+03,1.030615624437461122e+02
1.621049911940889842e+03,1.022914247299675452e+02
1.764217306922851321e+03,1.049371395613247842e+02
1.694828975175223604e+03,1.055612918737629400e+02
2.009352375585491927e+03,1.040036751084231526e+02
1.842223678557906169e+03,1.060255908595899967e+02
1.622775323655754164e+03,9.879641710390143317e+01
1.375376581830551231e+03,9.838187158437324342e+01
1.461840537019668545e+03,9.845868475480466486e+01
1.737878661614875909e+03,1.024545480301714520e+02
2.241128080532565946e+03,1.093605448163147287e+02
1.495791451766766841e+03,1.004513156460731977e+02
1.616249753350845594e+03,1.022546651099208361e+02
1.516274228708908822e+03,9.955051056416849065e+01
1.301885459828620924e+03,9.197730812456927652e+01
1.264877112500295198e+03,9.433707366638310532e+01
1.409330486570372159e+03,9.612744804983368851e+01
